PLAYER,AGE,POS,TEAM,DATE,TYPE,EXTENSION,STRUCTURE,LENGTH,VALUE,CAP HIT,id
Paul Ranger,28,LD,TOR,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,PaulRanger2013
Jaromír Jágr,41,RW,NJD,2013,35+ (UFA),0,1-way,1,4000000.0,2000000.0,JaromírJágr2013
Denis Grebeshkov,29,D,EDM,2013,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,DenisGrebeshkov2013
Dustin Penner,30,RW,ANA,2013,Stnd (UFA),0,1-way,1,2000000.0,2000000.0,DustinPenner2013
Matt D'Agostini,26,RW,PIT,2013,Stnd (UFA),0,1-way,1,550000.0,550000.0,MattDAgostini2013
Marek Zidlicky,36,RD,NJD,2013,35+ (UFA),0,1-way,1,4000000.0,3000000.0,MarekZidlicky2013
Joe Corvo,36,D,OTT,2013,35+ (UFA),0,1-way,1,900000.0,900000.0,JoeCorvo2013
Ryan Jones,29,LW,EDM,2013,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,RyanJones2013
Derek Roy,30,C,STL,2013,Stnd (UFA),0,1-way,1,4000000.0,4000000.0,DerekRoy2013
Adam Pardy,29,LD,WPG,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,AdamPardy2013
Mike Ribeiro,33,C,ARI,2013,Stnd (UFA),0,1-way,4,22000000.0,5500000.0,MikeRibeiro2013
Matt Cooke,34,LW,MIN,2013,Stnd (UFA),0,1-way,3,7500000.0,2500000.0,MattCooke2013
Stephen Weiss,30,C,DET,2013,Stnd (UFA),0,1-way,5,24500000.0,4900000.0,StephenWeiss2013
Viktor Stalberg,27,"LW, RW",NSH,2013,Stnd (UFA),0,1-way,4,12000000.0,3000000.0,ViktorStalberg2013
Eric Nystrom,30,"LW, RW",NSH,2013,Stnd (UFA),0,1-way,4,10000000.0,2500000.0,EricNystrom2013
Valtteri Filppula,29,"C, LW",TBL,2013,Stnd (UFA),0,1-way,5,25000000.0,5000000.0,ValtteriFilppula2013
Nathan Horton,28,RW,CBJ,2013,Stnd (UFA),0,1-way,7,37100000.0,5300000.0,NathanHorton2013
Tyler Bozak,27,"C, RW",TOR,2013,Stnd (UFA),0,1-way,5,21000000.0,4200000.0,TylerBozak2013
Rob Scuderi,34,LD,PIT,2013,Stnd (UFA),0,1-way,4,13500000.0,3375000.0,RobScuderi2013
Michal Handzus,36,C,CHI,2013,35+ (UFA),0,1-way,1,1000000.0,1000000.0,MichalHandzus2013
Ray Emery,30,G,PHI,2013,Stnd (UFA),0,1-way,1,1650000.0,1650000.0,RayEmery2013
Rostislav Olesz,27,LW,NJD,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,RostislavOlesz2013
Mike Komisarek,31,RD,CAR,2013,Stnd (UFA),0,1-way,1,700000.0,700000.0,MikeKomisarek2013
Clarke MacArthur,28,LW,OTT,2013,Stnd (UFA),0,1-way,2,6500000.0,3250000.0,ClarkeMacArthur2013
Ryane Clowe,30,"LW, RW",NJD,2013,Stnd (UFA),0,1-way,5,24250000.0,4850000.0,RyaneClowe2013
Andrew Ference,34,RD,EDM,2013,Stnd (UFA),0,1-way,4,13000000.0,3250000.0,AndrewFerence2013
Yannick Weber,24,RD,VAN,2013,Stnd (UFA),0,1-way,1,650000.0,650000.0,YannickWeber2013
Jeff Schultz,27,LD,LAK,2013,Stnd (UFA),0,1-way,1,700000.0,700000.0,JeffSchultz2013
Keith Ballard,30,D,MIN,2013,Stnd (UFA),0,1-way,2,3000000.0,1500000.0,KeithBallard2013
Dominic Moore,32,"C, LW",NYR,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,DominicMoore2013
Adam Hall,32,RW,PHI,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,AdamHall2013
Jarome Iginla,36,RW,BOS,2013,35+ (UFA),0,1-way,1,6000000.0,1800000.0,JaromeIginla2013
Jason LaBarbera,33,G,EDM,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,JasonLaBarbera2013
Matt Hendricks,32,"RW, C, LW",NSH,2013,Stnd (UFA),0,1-way,4,7400000.0,1850000.0,MattHendricks2013
Chad Johnson,27,G,BOS,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,ChadJohnson2013
Boyd Gordon,29,C,EDM,2013,Stnd (UFA),0,1-way,3,9000000.0,3000000.0,BoydGordon2013
Kent Huskins,34,D,PHI,2013,Stnd (UFA),0,1-way,1,750000.0,750000.0,KentHuskins2013
Maxim Lapierre,28,C,STL,2013,Stnd (UFA),0,1-way,2,2200000.0,1100000.0,MaximLapierre2013
Peter Regin,27,C,NYI,2013,Stnd (UFA),0,1-way,1,750000.0,750000.0,PeterRegin2013
Michael Ryder,33,RW,NJD,2013,Stnd (UFA),0,1-way,2,7000000.0,3500000.0,MichaelRyder2013
Trevor Smith,28,C,TOR,2013,Stnd (UFA),0,1-way,1,550000.0,550000.0,TrevorSmith2013
Aaron Johnson,30,D,NYR,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,AaronJohnson2013
Jesse Joensuu,25,LW,EDM,2013,Stnd (UFA),0,1-way,2,1900000.0,950000.0,JesseJoensuu2013
Scott Hannan,34,D,SJS,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,ScottHannan2013
Joey Crabb,30,RW,FLA,2013,Stnd (UFA),0,1-way,2,1200000.0,600000.0,JoeyCrabb2013
Pierre-Marc Bouchard,29,RW,NYI,2013,Stnd (UFA),0,1-way,1,2000000.0,2000000.0,Pierre-MarcBouchard2013
Matt Cullen,36,"C, LW",NSH,2013,35+ (UFA),0,1-way,2,7000000.0,3500000.0,MattCullen2013
Thomas Greiss,27,G,ARI,2013,Stnd (UFA),0,1-way,1,750000.0,750000.0,ThomasGreiss2013
Daniel Alfredsson,40,RW,DET,2013,35+ (UFA),0,1-way,1,5500000.0,3500000.0,DanielAlfredsson2013
Brad Richardson,28,C,VAN,2013,Stnd (UFA),0,1-way,2,2300000.0,1150000.0,BradRichardson2013
T.J. Brennan,24,LD,TOR,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,T.J.Brennan2013
Craig Adams,36,RW,PIT,2013,35+ (UFA),0,1-way,2,1400000.0,700000.0,CraigAdams2013
Michal Rozsíval,34,RD,CHI,2013,Stnd (UFA),0,1-way,2,4400000.0,2200000.0,MichalRozsíval2013
Anton Khudobin,27,G,CAR,2013,Stnd (UFA),0,1-way,1,800000.0,800000.0,AntonKhudobin2013
Chris Summers,25,LD,ARI,2013,Stnd (UFA),0,1-way,1,550000.0,550000.0,ChrisSummers2013
André Benoît,29,LD,COL,2013,Stnd (UFA),0,1-way,1,900000.0,900000.0,AndréBenoît2013
Kyle Chipchura,27,"C, RW",ARI,2013,Stnd (UFA),0,1-way,3,2625000.0,875000.0,KyleChipchura2013
Patrik Elias,37,"C, LW",NJD,2013,35+ (UFA),0,1-way,3,16500000.0,5500000.0,PatrikElias2013
Daniel Brière,35,C,MTL,2013,35+ (UFA),0,1-way,2,8000000.0,4000000.0,DanielBrière2013
Al Montoya,28,G,WPG,2013,Stnd (UFA),0,1-way,1,601000.0,601000.0,AlMontoya2013
Keaton Ellerby,24,D,LAK,2013,Stnd (UFA),0,1-way,1,735000.0,735000.0,KeatonEllerby2013
Brian McGrattan,31,RW,CGY,2013,Stnd (UFA),0,1-way,2,1500000.0,750000.0,BrianMcGrattan2013
Grant Clitsome,28,LD,WPG,2013,Stnd (UFA),0,1-way,3,6200000.0,2066667.0,GrantClitsome2013
Jordan Leopold,32,D,STL,2013,Stnd (UFA),0,1-way,2,4500000.0,2250000.0,JordanLeopold2013
Vincent Lecavalier,33,"C, LW",PHI,2013,Stnd (UFA),0,1-way,5,22500000.0,4500000.0,VincentLecavalier2013
Pascal Dupuis,34,"RW, LW",PIT,2013,Stnd (UFA),0,1-way,4,15000000.0,3750000.0,PascalDupuis2013
Dainius Zubrus,35,LW,NJD,2013,35+ (UFA),0,1-way,3,9300000.0,3100000.0,DainiusZubrus2013
Benoit Pouliot,26,LW,NYR,2013,Stnd (UFA),0,1-way,1,1300000.0,1300000.0,BenoitPouliot2013
Bryan Bickell,27,LW,CHI,2013,Stnd (UFA),0,1-way,4,16000000.0,4000000.0,BryanBickell2013
Pierre-Cédric Labrie,26,LW,TBL,2013,Stnd (UFA),0,1-way,1,625000.0,625000.0,Pierre-CédricLabrie2013
Peter Harrold,30,"RD, RW",NJD,2013,Stnd (UFA),0,1-way,2,1600000.0,800000.0,PeterHarrold2013
Teemu Selanne,42,RW,ANA,2013,35+ (UFA),0,1-way,1,2000000.0,2000000.0,TeemuSelanne2013
Mikhail Grabovski,29,"C, RW",WSH,2013,Stnd (UFA),0,1-way,1,3000000.0,3000000.0,MikhailGrabovski2013
Andrew Alberts,32,D,VAN,2013,Stnd (UFA),0,1-way,1,600000.0,600000.0,AndrewAlberts2013
Douglas Murray,33,D,MTL,2013,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,DouglasMurray2013
Mark Fistric,27,D,ANA,2013,Stnd (UFA),0,1-way,1,900000.0,900000.0,MarkFistric2013
Blake Comeau,27,"RW, LW",CBJ,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,BlakeComeau2013
Tim Thomas,39,G,FLA,2013,35+ (UFA),0,1-way,1,3750000.0,2500000.0,TimThomas2013
Brenden Morrow,34,LW,STL,2013,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,BrendenMorrow2013
Mason Raymond,28,LW,TOR,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,MasonRaymond2013
Ryan Whitney,30,D,FLA,2013,Stnd (UFA),0,1-way,1,900000.0,900000.0,RyanWhitney2013
Ron Hainsey,32,RD,CAR,2013,Stnd (UFA),0,1-way,1,2000000.0,2000000.0,RonHainsey2013
Daniel Cleary,34,RW,DET,2013,Stnd (UFA),0,1-way,1,1750000.0,1750000.0,DanielCleary2013
Tom Gilbert,30,RD,FLA,2013,Stnd (UFA),0,1-way,1,900000.0,900000.0,TomGilbert2013
Radek Martinek,36,RD,NYI,2013,35+ (UFA),0,1-way,1,600000.0,600000.0,RadekMartinek2013
Chuck Kobasew,31,RW,PIT,2013,Stnd (UFA),0,1-way,1,550000.0,550000.0,ChuckKobasew2013
Hal Gill,38,D,PHI,2013,35+ (UFA),0,1-way,1,700000.0,700000.0,HalGill2013
Brad Boyes,31,"RW, C",FLA,2013,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,BradBoyes2013
Carlo Colaiacovo,30,LD,STL,2013,Stnd (UFA),0,1-way,1,750000.0,750000.0,CarloColaiacovo2013
Ilya Bryzgalov,33,G,EDM,2013,Stnd (UFA),0,1-way,1,2000000.0,2000000.0,IlyaBryzgalov2013
Joakim Lindstrom,30,C,STL,2014,Stnd (UFA),0,1-way,1,700000.0,700000.0,JoakimLindstrom2014
Daniel Winnik,29,C,TOR,2014,Stnd (UFA),0,1-way,1,1300000.0,1300000.0,DanielWinnik2014
Lee Stempniak,31,RW,NYR,2014,Stnd (UFA),0,1-way,1,900000.0,900000.0,LeeStempniak2014
André Benoît,30,LD,BUF,2014,Stnd (UFA),0,1-way,1,800000.0,800000.0,AndréBenoît2014
David Booth,29,LW,TOR,2014,Stnd (UFA),0,1-way,1,1100000.0,1100000.0,DavidBooth2014
Matthew Lombardi,32,C,NYR,2014,Stnd (UFA),0,1-way,2,1600000.0,800000.0,MatthewLombardi2014
Mike Ribeiro,34,C,NSH,2014,Stnd (UFA),0,1-way,1,1050000.0,1050000.0,MikeRibeiro2014
Derek Roy,31,C,NSH,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,DerekRoy2014
Brenden Morrow,35,LW,TBL,2014,35+ (UFA),0,1-way,1,1550000.0,1550000.0,BrendenMorrow2014
David Moss,32,RW,ARI,2014,Stnd (UFA),0,1-way,1,800000.0,800000.0,DavidMoss2014
Scott Hannan,35,D,SJS,2014,35+ (UFA),0,1-way,1,1000000.0,1000000.0,ScottHannan2014
Daniel Cleary,35,RW,DET,2014,35+ (UFA),0,1-way,1,2500000.0,1500000.0,DanielCleary2014
Trevor Smith,29,C,TOR,2014,Stnd (UFA),0,1-way,1,550000.0,550000.0,TrevorSmith2014
Steve Ott,31,"C, LW",STL,2014,Stnd (UFA),0,1-way,2,5200000.0,2600000.0,SteveOtt2014
Dany Heatley,33,LW,ANA,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,DanyHeatley2014
Maxim Noreau,27,RD,COL,2014,Stnd (UFA),0,1-way,2,1250000.0,625000.0,MaximNoreau2014
Anton Volchenkov,32,D,NSH,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,AntonVolchenkov2014
Jussi Rynnas,27,G,DAL,2014,Stnd (UFA),0,1-way,2,1125000.0,562500.0,JussiRynnas2014
David Legwand,33,"C, LW",OTT,2014,Stnd (UFA),0,1-way,2,6000000.0,3000000.0,DavidLegwand2014
Radim Vrbata,33,RW,VAN,2014,Stnd (UFA),0,1-way,2,10000000.0,5000000.0,RadimVrbata2014
Tim Gleason,31,D,CAR,2014,Stnd (UFA),0,1-way,1,1200000.0,1200000.0,TimGleason2014
Paul Byron,25,"LW, RW",CGY,2014,Stnd (UFA),0,1-way,1,600000.0,600000.0,PaulByron2014
Troy Bodie,29,RW,TOR,2014,Stnd (UFA),0,1-way,1,600000.0,600000.0,TroyBodie2014
Vernon Fiddler,34,"C, LW",DAL,2014,Stnd (UFA),0,1-way,2,2500000.0,1250000.0,VernonFiddler2014
Mike Santorelli,28,"C, RW",TOR,2014,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,MikeSantorelli2014
Mikhail Grabovski,30,"C, RW",NYI,2014,Stnd (UFA),0,1-way,4,20000000.0,5000000.0,MikhailGrabovski2014
Nick Schultz,31,LD,PHI,2014,Stnd (UFA),0,1-way,1,1250000.0,1250000.0,NickSchultz2014
Jay McClement,31,C,CAR,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,JayMcClement2014
Steve Downie,27,"RW, LW",PIT,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,SteveDownie2014
Olli Jokinen,35,C,NSH,2014,35+ (UFA),0,1-way,1,2500000.0,2500000.0,OlliJokinen2014
John Scott,31,"LW, D",SJS,2014,Stnd (UFA),0,1-way,1,700000.0,700000.0,JohnScott2014
Nikolai Kulemin,27,"LW, RW",NYI,2014,Stnd (UFA),0,1-way,4,16750000.0,4187500.0,NikolaiKulemin2014
Matt Niskanen,27,RD,WSH,2014,Stnd (UFA),0,1-way,7,40250000.0,5750000.0,MattNiskanen2014
Thomas Vanek,30,"LW, RW",MIN,2014,Stnd (UFA),0,1-way,3,19500000.0,6500000.0,ThomasVanek2014
Mason Raymond,28,LW,CGY,2014,Stnd (UFA),0,1-way,3,9450000.0,3150000.0,MasonRaymond2014
Benoit Pouliot,27,LW,EDM,2014,Stnd (UFA),0,1-way,5,20000000.0,4000000.0,BenoitPouliot2014
Mike Cammalleri,32,"LW, C",NJD,2014,Stnd (UFA),0,1-way,5,25000000.0,5000000.0,MikeCammalleri2014
Jussi Jokinen,31,"LW, RW",FLA,2014,Stnd (UFA),0,1-way,4,16000000.0,4000000.0,JussiJokinen2014
Brooks Orpik,33,LD,WSH,2014,Stnd (UFA),0,1-way,5,27500000.0,5500000.0,BrooksOrpik2014
Dan Boyle,37,LD,NYR,2014,35+ (UFA),0,1-way,2,9000000.0,4500000.0,DanBoyle2014
Willie Mitchell,37,LD,FLA,2014,35+ (UFA),0,1-way,2,8500000.0,4250000.0,WillieMitchell2014
Jori Lehterä,26,"LW, C",STL,2014,Stnd (UFA),0,1-way,2,5500000.0,2750000.0,JoriLehterä2014
Brian Gionta,35,RW,BUF,2014,35+ (UFA),0,1-way,3,12750000.0,4250000.0,BrianGionta2014
Dave Bolland,28,C,FLA,2014,Stnd (UFA),0,1-way,5,27500000.0,5500000.0,DaveBolland2014
Dominic Moore,33,"C, LW",NYR,2014,Stnd (UFA),0,1-way,2,3000000.0,1500000.0,DominicMoore2014
Ryan Miller,33,G,VAN,2014,Stnd (UFA),0,1-way,3,18000000.0,6000000.0,RyanMiller2014
Matt Moulson,30,LW,BUF,2014,Stnd (UFA),0,1-way,5,25000000.0,5000000.0,MattMoulson2014
Mike Weaver,36,D,MTL,2014,35+ (UFA),0,1-way,1,1750000.0,1750000.0,MikeWeaver2014
Nikolai Khabibulin,40,G,CHI,2014,35+ (UFA),0,1-way,1,1700000.0,1700000.0,NikolaiKhabibulin2014
Keith Aulie,25,D,EDM,2014,Stnd (UFA),0,1-way,1,800000.0,800000.0,KeithAulie2014
Ray Emery,31,G,PHI,2014,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,RayEmery2014
Brad Richards,34,"C, LW",CHI,2014,Stnd (UFA),0,1-way,1,2000000.0,2000000.0,BradRichards2014
Christian Ehrhoff,31,LD,PIT,2014,Stnd (UFA),0,1-way,1,4000000.0,4000000.0,ChristianEhrhoff2014
Paul Stastny,28,"C, LW",STL,2014,Stnd (UFA),0,1-way,4,28000000.0,7000000.0,PaulStastny2014
Jarome Iginla,37,RW,COL,2014,35+ (UFA),0,1-way,3,16000000.0,5333333.0,JaromeIginla2014
Martin Havlat,33,LW,NJD,2014,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,MartinHavlat2014
Jeff Schultz,28,LD,LAK,2014,Stnd (UFA),0,1-way,2,1700000.0,850000.0,JeffSchultz2014
Blake Comeau,28,"RW, LW",PIT,2014,Stnd (UFA),0,1-way,1,700000.0,700000.0,BlakeComeau2014
Brian Boyle,29,"LW, C",TBL,2014,Stnd (UFA),0,1-way,3,6000000.0,2000000.0,BrianBoyle2014
Al Montoya,29,G,FLA,2014,Stnd (UFA),0,1-way,2,2100000.0,1050000.0,AlMontoya2014
Shawn Thornton,36,"LW, RW",FLA,2014,35+ (UFA),0,1-way,2,2400000.0,1200000.0,ShawnThornton2014
Derek MacKenzie,33,"C, LW",FLA,2014,Stnd (UFA),0,1-way,3,3900000.0,1300000.0,DerekMacKenzie2014
Jonas Hiller,32,G,CGY,2014,Stnd (UFA),0,1-way,2,9000000.0,4500000.0,JonasHiller2014
Deryk Engelland,32,RD,CGY,2014,Stnd (UFA),0,1-way,3,8750000.0,2916667.0,DerykEngelland2014
Chad Johnson,28,G,NYI,2014,Stnd (UFA),0,1-way,2,2600000.0,1300000.0,ChadJohnson2014
Devin Setoguchi,26,RW,CGY,2014,Stnd (UFA),0,1-way,1,750000.0,750000.0,DevinSetoguchi2014
Ryan White,26,C,PHI,2014,Stnd (UFA),0,1-way,1,575000.0,575000.0,RyanWhite2014
TJ Galiardi,26,LW,WPG,2014,Stnd (UFA),0,1-way,1,750000.0,700000.0,TJGaliardi2014
Ryan Malone,34,LW,NYR,2014,Stnd (UFA),0,1-way,1,700000.0,700000.0,RyanMalone2014
Simon Gagne,34,RW,BOS,2014,Stnd (UFA),0,1-way,1,600000.0,600000.0,SimonGagne2014
Shane O'Brien,31,LD,FLA,2014,Stnd (UFA),0,1-way,1,650000.0,650000.0,ShaneOBrien2014
Raphael Diaz,28,RD,CGY,2014,Stnd (UFA),0,1-way,1,700000.0,700000.0,RaphaelDiaz2014
Daniel Carcillo,29,LW,CHI,2014,Stnd (UFA),0,1-way,1,550000.0,550000.0,DanielCarcillo2014
Ilya Bryzgalov,34,G,ANA,2014,Stnd (UFA),0,1-way,1,2880000.0,2880000.0,IlyaBryzgalov2014
Martin Brodeur,42,G,STL,2014,35+ (UFA),0,1-way,1,700000.0,700000.0,MartinBrodeur2014
Steve Moses,25,RW,NSH,2015,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,SteveMoses2015
Yevgeni Medvedev,32,RD,PHI,2015,Stnd (UFA),0,1-way,1,3000000.0,3000000.0,YevgeniMedvedev2015
Eric Fehr,29,"C, RW",PIT,2015,Stnd (UFA),0,1-way,3,6000000.0,2000000.0,EricFehr2015
Alexander Semin,31,"RW, LW",MTL,2015,Stnd (UFA),0,1-way,1,1100000.0,1100000.0,AlexanderSemin2015
Johnny Oduya,33,LD,DAL,2015,Stnd (UFA),0,1-way,2,7500000.0,3750000.0,JohnnyOduya2015
Chris Stewart,27,"RW, LW",ANA,2015,Stnd (UFA),0,1-way,1,1700000.0,1700000.0,ChrisStewart2015
Matt Irwin,27,LD/RD,BOS,2015,Stnd (UFA),0,1-way,1,800000.0,800000.0,MattIrwin2015
John Scott,32,"LW, D",ARI,2015,Stnd (UFA),0,1-way,1,575000.0,575000.0,JohnScott2015
Shawn Matthias,27,"C, LW",TOR,2015,Stnd (UFA),0,1-way,1,2300000.0,2300000.0,ShawnMatthias2015
Andrew Desjardins,28,C,CHI,2015,Stnd (UFA),0,1-way,2,1600000.0,800000.0,AndrewDesjardins2015
Carlo Colaiacovo,32,LD,BUF,2015,Stnd (UFA),0,1-way,1,900000.0,900000.0,CarloColaiacovo2015
Jayson Megna,25,"C, LW, RW",NYR,2015,Stnd (UFA),0,1-way,1,600000.0,600000.0,JaysonMegna2015
Kyle Brodziak,31,C,STL,2015,Stnd (UFA),0,1-way,1,900000.0,900000.0,KyleBrodziak2015
Mark Letestu,30,"C, RW",EDM,2015,Stnd (UFA),0,1-way,3,5400000.0,1800000.0,MarkLetestu2015
Korbinian Holzer,27,RD,ANA,2015,Stnd (UFA),0,1-way,1,750000.0,750000.0,KorbinianHolzer2015
Steve Downie,28,"RW, LW",ARI,2015,Stnd (UFA),0,1-way,1,1750000.0,1750000.0,SteveDownie2015
Blake Comeau,29,"RW, LW",COL,2015,Stnd (UFA),0,1-way,3,7200000.0,2400000.0,BlakeComeau2015
Mark Arcobello,26,"C, RW",TOR,2015,Stnd (UFA),0,1-way,1,1100000.0,1100000.0,MarkArcobello2015
Karri Ramo,28,G,CGY,2015,Stnd (UFA),0,1-way,1,3800000.0,3800000.0,KarriRamo2015
Andrej Sekera,29,LD/RD,EDM,2015,Stnd (UFA),0,1-way,6,33000000.0,5500000.0,AndrejSekera2015
Gregory Campbell,31,"C, LW",CBJ,2015,Stnd (UFA),0,1-way,2,3000000.0,1500000.0,GregoryCampbell2015
Barret Jackman,34,LD,NSH,2015,Stnd (UFA),0,1-way,2,4000000.0,2000000.0,BarretJackman2015
Antoine Vermette,32,"C, LW",ARI,2015,Stnd (UFA),0,1-way,2,7500000.0,3750000.0,AntoineVermette2015
Francois Beauchemin,35,LD,COL,2015,35+ (UFA),0,1-way,3,13500000.0,4500000.0,FrancoisBeauchemin2015
Paul Martin,34,LD,SJS,2015,Stnd (UFA),0,1-way,4,19400000.0,4850000.0,PaulMartin2015
Brad Richards,35,"C, LW",DET,2015,35+ (UFA),0,1-way,1,4000000.0,3000000.0,BradRichards2015
Shawn Horcoff,36,C,ANA,2015,35+ (UFA),0,1-way,1,1750000.0,1750000.0,ShawnHorcoff2015
Mike Ribeiro,35,C,NSH,2015,35+ (UFA),0,1-way,2,7000000.0,3500000.0,MikeRibeiro2015
Viktor Stalberg,29,"LW, RW",NYR,2015,Stnd (UFA),0,1-way,1,1100000.0,1100000.0,ViktorStalberg2015
Cody Hodgson,25,"C, RW",NSH,2015,Stnd (UFA),0,1-way,1,1050000.0,1050000.0,CodyHodgson2015
Matt Beleskey,27,LW,BOS,2015,Stnd (UFA),0,1-way,5,19000000.0,3800000.0,MattBeleskey2015
Mike Green,29,RD,DET,2015,Stnd (UFA),0,1-way,3,18000000.0,6000000.0,MikeGreen2015
Richard Bachman,27,G,VAN,2015,Stnd (UFA),0,1-way,2,1150000.0,575000.0,RichardBachman2015
Pierre-Alexandre Parenteau,32,RW,TOR,2015,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,Pierre-AlexandreParenteau2015
Viktor Tikhonov,27,"C, RW",CHI,2015,Stnd (UFA),0,1-way,1,1040000.0,1040000.0,ViktorTikhonov2015
Taylor Chorney,28,RD,WSH,2015,Stnd (UFA),0,1-way,1,700000.0,700000.0,TaylorChorney2015
Adam Pardy,31,LD,WPG,2015,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,AdamPardy2015
Justin Williams,33,RW,WSH,2015,Stnd (UFA),0,1-way,2,6500000.0,3250000.0,JustinWilliams2015
Yannick Weber,26,RD,VAN,2015,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,YannickWeber2015
Matt Bartkowski,27,RD,VAN,2015,Stnd (UFA),0,1-way,1,1750000.0,1750000.0,MattBartkowski2015
Daniel Winnik,30,C,TOR,2015,Stnd (UFA),0,1-way,2,4500000.0,2250000.0,DanielWinnik2015
Matt Hunwick,30,LD,TOR,2015,Stnd (UFA),0,1-way,2,2400000.0,1200000.0,MattHunwick2015
Christian Ehrhoff,32,LD,LAK,2015,Stnd (UFA),0,1-way,1,1500000.0,1500000.0,ChristianEhrhoff2015
Mike Santorelli,29,"C, RW",ANA,2015,Stnd (UFA),0,1-way,1,875000.0,875000.0,MikeSantorelli2015
Jarret Stoll,33,C,NYR,2015,Stnd (UFA),0,1-way,1,800000.0,800000.0,JarretStoll2015
Matt Cullen,38,"C, LW",PIT,2015,35+ (UFA),0,1-way,1,800000.0,800000.0,MattCullen2015
Brad Boyes,33,"RW, C",TOR,2015,Stnd (UFA),0,1-way,1,700000.0,700000.0,BradBoyes2015
Michal Rozsíval,36,RD,CHI,2015,35+ (UFA),0,1-way,1,800000.0,600000.0,MichalRozsíval2015
Marek Zidlicky,38,RD,NYI,2015,35+ (UFA),0,1-way,1,2839990.0,1500000.0,MarekZidlicky2015
Steve Bernier,30,RW,NYI,2015,Stnd (UFA),0,1-way,1,750000.0,750000.0,SteveBernier2015
Jiri Tlusty,27,C,NJD,2015,Stnd (UFA),0,1-way,1,800000.0,800000.0,JiriTlusty2015
Cody Franson,27,RD,BUF,2015,Stnd (UFA),0,1-way,2,6650000.0,3325000.0,CodyFranson2015
David Schlemko,28,LD,NJD,2015,Stnd (UFA),0,1-way,1,625000.0,625000.0,DavidSchlemko2015
Daniel Cleary,36,RW,DET,2015,35+ (UFA),0,1-way,1,950000.0,950000.0,DanielCleary2015
Kyle Cumiskey,28,LD,CHI,2015,Stnd (UFA),0,1-way,1,575000.0,575000.0,KyleCumiskey2015
Eric Boulton,38,LW,NYI,2015,35+ (UFA),0,1-way,1,675000.0,575000.0,EricBoulton2015
Thomas Raffl,29,"LW, RW",WPG,2015,Stnd (UFA),0,1-way,1,575000.0,575000.0,ThomasRaffl2015
Tomas Fleischmann,31,LW,MTL,2015,Stnd (UFA),0,1-way,1,750000.0,750000.0,TomasFleischmann2015
Jonas Gustavsson,30,G,BOS,2015,Stnd (UFA),0,1-way,1,700000.0,700000.0,JonasGustavsson2015
Lee Stempniak,32,RW,NJD,2015,Stnd (UFA),0,1-way,1,850000.0,850000.0,LeeStempniak2015
Dainius Zubrus,37,LW,SJS,2015,35+ (UFA),0,1-way,1,600000.0,600000.0,DainiusZubrus2015
Mike Richards,30,C,WSH,2016,Stnd (UFA),0,1-way,1,1000000.0,1000000.0,MikeRichards2016
Scott Gomez,35,C,OTT,2016,35+ (UFA),0,1-way,1,575000.0,575000.0,ScottGomez2016
Ray Emery,33,G,PHI,2016,Stnd (UFA),0,1-way,1,575000.0,600000.0,RayEmery2016
Lars Johansson,28,G,CHI,2016,Stnd (UFA),0,1-way,1,575000.0,575000.0,LarsJohansson2016
Matthew Carle,31,LD,NSH,2016,Stnd (UFA),0,1-way,1,700000.0,700000.0,MatthewCarle2016
Luke Schenn,26,RD,ARI,2016,Stnd (UFA),0,1-way,2,2500000.0,1250000.0,LukeSchenn2016
Cory Conacher,26,LW,TBL,2016,Stnd (UFA),0,1-way,1,575000.0,575000.0,CoryConacher2016
Justin Schultz,26,RD,PIT,2016,Stnd (UFA),0,1-way,1,1400000.0,1400000.0,JustinSchultz2016
